,Unnamed: 0,path,mask_state,age,gender,class,pred,folder
16800,16800,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006360_female_Asian_18/mask1.jpg,Wear,18,female,3,0,006360_female_Asian_18
16801,16801,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006360_female_Asian_18/normal.jpg,Not Wear,18,female,15,12,006360_female_Asian_18
16802,16802,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006360_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,6,006360_female_Asian_18
16803,16803,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006360_female_Asian_18/mask2.jpg,Wear,18,female,3,0,006360_female_Asian_18
16804,16804,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006360_female_Asian_18/mask4.jpg,Wear,18,female,3,0,006360_female_Asian_18
16805,16805,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006360_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006360_female_Asian_18
16806,16806,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006360_female_Asian_18/mask3.jpg,Wear,18,female,3,1,006360_female_Asian_18
16807,16807,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006361_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006361_female_Asian_18
16808,16808,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006361_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006361_female_Asian_18
16812,16812,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006361_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006361_female_Asian_18
16813,16813,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006361_female_Asian_18/mask3.jpg,Wear,18,female,3,4,006361_female_Asian_18
16814,16814,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006362_female_Asian_18/mask1.jpg,Wear,18,female,3,1,006362_female_Asian_18
16815,16815,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006362_female_Asian_18/normal.jpg,Not Wear,18,female,15,12,006362_female_Asian_18
16816,16816,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006362_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,7,006362_female_Asian_18
16817,16817,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006362_female_Asian_18/mask2.jpg,Wear,18,female,3,1,006362_female_Asian_18
16818,16818,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006362_female_Asian_18/mask4.jpg,Wear,18,female,3,1,006362_female_Asian_18
16819,16819,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006362_female_Asian_18/mask5.jpg,Wear,18,female,3,1,006362_female_Asian_18
16820,16820,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006362_female_Asian_18/mask3.jpg,Wear,18,female,3,1,006362_female_Asian_18
16821,16821,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006363_female_Asian_18/mask1.jpg,Wear,18,female,3,1,006363_female_Asian_18
16822,16822,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006363_female_Asian_18/normal.jpg,Not Wear,18,female,15,12,006363_female_Asian_18
16823,16823,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006363_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,7,006363_female_Asian_18
16824,16824,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006363_female_Asian_18/mask2.jpg,Wear,18,female,3,1,006363_female_Asian_18
16825,16825,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006363_female_Asian_18/mask4.jpg,Wear,18,female,3,1,006363_female_Asian_18
16826,16826,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006363_female_Asian_18/mask5.jpg,Wear,18,female,3,1,006363_female_Asian_18
16827,16827,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006363_female_Asian_18/mask3.jpg,Wear,18,female,3,1,006363_female_Asian_18
16828,16828,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006364_female_Asian_18/mask1.jpg,Wear,18,female,3,4,006364_female_Asian_18
16829,16829,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006364_female_Asian_18/normal.jpg,Not Wear,18,female,15,16,006364_female_Asian_18
16830,16830,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006364_female_Asian_18/incorrect_mask.jpg,Incorrect,18,female,9,10,006364_female_Asian_18
16831,16831,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006364_female_Asian_18/mask2.jpg,Wear,18,female,3,0,006364_female_Asian_18
16832,16832,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006364_female_Asian_18/mask4.jpg,Wear,18,female,3,0,006364_female_Asian_18
16833,16833,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006364_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006364_female_Asian_18
16834,16834,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006364_female_Asian_18/mask3.jpg,Wear,18,female,3,0,006364_female_Asian_18
16835,16835,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006365_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006365_male_Asian_19
16836,16836,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006365_male_Asian_19/normal.jpg,Not Wear,19,male,12,13,006365_male_Asian_19
16837,16837,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006365_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006365_male_Asian_19
16838,16838,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006365_male_Asian_19/mask2.jpg,Wear,19,male,0,1,006365_male_Asian_19
16841,16841,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006365_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006365_male_Asian_19
16842,16842,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006366_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006366_male_Asian_19
16843,16843,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006366_male_Asian_19/normal.jpg,Not Wear,19,male,12,13,006366_male_Asian_19
16844,16844,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006366_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006366_male_Asian_19
16847,16847,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006366_male_Asian_19/mask5.jpg,Wear,19,male,0,1,006366_male_Asian_19
16849,16849,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006367_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006367_male_Asian_19
16851,16851,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006367_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006367_male_Asian_19
16852,16852,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006367_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006367_male_Asian_19
16856,16856,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006368_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006368_male_Asian_19
16857,16857,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006368_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006368_male_Asian_19
16858,16858,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006368_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006368_male_Asian_19
16863,16863,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006369_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006369_male_Asian_19
16864,16864,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006369_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006369_male_Asian_19
16865,16865,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006369_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006369_male_Asian_19
16866,16866,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006369_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006369_male_Asian_19
16868,16868,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006369_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006369_male_Asian_19
16869,16869,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006369_male_Asian_19/mask3.jpg,Wear,19,male,0,4,006369_male_Asian_19
16870,16870,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006371_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006371_male_Asian_19
16871,16871,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006371_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006371_male_Asian_19
16872,16872,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006371_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006371_male_Asian_19
16873,16873,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006371_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006371_male_Asian_19
16877,16877,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006372_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006372_male_Asian_19
16878,16878,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006372_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006372_male_Asian_19
16879,16879,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006372_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006372_male_Asian_19
16880,16880,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006372_male_Asian_19/mask2.jpg,Wear,19,male,0,1,006372_male_Asian_19
16881,16881,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006372_male_Asian_19/mask4.jpg,Wear,19,male,0,1,006372_male_Asian_19
16882,16882,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006372_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006372_male_Asian_19
16883,16883,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006372_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006372_male_Asian_19
16884,16884,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006373_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006373_male_Asian_19
16885,16885,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006373_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006373_male_Asian_19
16886,16886,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006373_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006373_male_Asian_19
16887,16887,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006373_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006373_male_Asian_19
16888,16888,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006373_male_Asian_19/mask4.jpg,Wear,19,male,0,4,006373_male_Asian_19
16889,16889,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006373_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006373_male_Asian_19
16890,16890,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006373_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006373_male_Asian_19
16891,16891,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006375_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006375_male_Asian_19
16893,16893,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006375_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006375_male_Asian_19
16894,16894,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006375_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006375_male_Asian_19
16895,16895,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006375_male_Asian_19/mask4.jpg,Wear,19,male,0,3,006375_male_Asian_19
16896,16896,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006375_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006375_male_Asian_19
16897,16897,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006375_male_Asian_19/mask3.jpg,Wear,19,male,0,4,006375_male_Asian_19
16898,16898,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006377_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006377_male_Asian_19
16899,16899,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006377_male_Asian_19/normal.jpg,Not Wear,19,male,12,13,006377_male_Asian_19
16900,16900,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006377_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006377_male_Asian_19
16902,16902,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006377_male_Asian_19/mask4.jpg,Wear,19,male,0,1,006377_male_Asian_19
16904,16904,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006377_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006377_male_Asian_19
16905,16905,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006379_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006379_male_Asian_19
16906,16906,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006379_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006379_male_Asian_19
16907,16907,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006379_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006379_male_Asian_19
16908,16908,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006379_male_Asian_19/mask2.jpg,Wear,19,male,0,1,006379_male_Asian_19
16910,16910,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006379_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006379_male_Asian_19
16911,16911,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006379_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006379_male_Asian_19
16912,16912,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006380_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006380_male_Asian_19
16913,16913,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006380_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006380_male_Asian_19
16915,16915,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006380_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006380_male_Asian_19
16918,16918,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006380_male_Asian_19/mask3.jpg,Wear,19,male,0,4,006380_male_Asian_19
16919,16919,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006381_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006381_male_Asian_19
16920,16920,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006381_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006381_male_Asian_19
16921,16921,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006381_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006381_male_Asian_19
16922,16922,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006381_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006381_male_Asian_19
16924,16924,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006381_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006381_male_Asian_19
16925,16925,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006381_male_Asian_19/mask3.jpg,Wear,19,male,0,4,006381_male_Asian_19
16926,16926,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006382_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006382_male_Asian_19
16927,16927,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006382_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006382_male_Asian_19
16928,16928,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006382_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006382_male_Asian_19
16932,16932,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006382_male_Asian_19/mask3.jpg,Wear,19,male,0,3,006382_male_Asian_19
16935,16935,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006383_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006383_male_Asian_19
16936,16936,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006383_male_Asian_19/mask2.jpg,Wear,19,male,0,1,006383_male_Asian_19
16937,16937,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006383_male_Asian_19/mask4.jpg,Wear,19,male,0,1,006383_male_Asian_19
16940,16940,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006384_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006384_male_Asian_19
16941,16941,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006384_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006384_male_Asian_19
16942,16942,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006384_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006384_male_Asian_19
16943,16943,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006384_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006384_male_Asian_19
16946,16946,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006384_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006384_male_Asian_19
16947,16947,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006385_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006385_male_Asian_19
16948,16948,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006385_male_Asian_19/normal.jpg,Not Wear,19,male,12,13,006385_male_Asian_19
16950,16950,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006385_male_Asian_19/mask2.jpg,Wear,19,male,0,1,006385_male_Asian_19
16952,16952,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006385_male_Asian_19/mask5.jpg,Wear,19,male,0,1,006385_male_Asian_19
16953,16953,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006385_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006385_male_Asian_19
16954,16954,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006386_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006386_male_Asian_19
16955,16955,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006386_male_Asian_19/normal.jpg,Not Wear,19,male,12,13,006386_male_Asian_19
16956,16956,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006386_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006386_male_Asian_19
16958,16958,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006386_male_Asian_19/mask4.jpg,Wear,19,male,0,1,006386_male_Asian_19
16961,16961,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006387_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006387_male_Asian_19
16962,16962,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006387_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006387_male_Asian_19
16963,16963,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006387_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006387_male_Asian_19
16964,16964,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006387_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006387_male_Asian_19
16965,16965,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006387_male_Asian_19/mask4.jpg,Wear,19,male,0,4,006387_male_Asian_19
16966,16966,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006387_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006387_male_Asian_19
16967,16967,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006387_male_Asian_19/mask3.jpg,Wear,19,male,0,4,006387_male_Asian_19
16968,16968,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006389_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006389_male_Asian_19
16969,16969,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006389_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006389_male_Asian_19
16970,16970,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006389_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006389_male_Asian_19
16971,16971,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006389_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006389_male_Asian_19
16972,16972,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006389_male_Asian_19/mask4.jpg,Wear,19,male,0,4,006389_male_Asian_19
16973,16973,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006389_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006389_male_Asian_19
16974,16974,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006389_male_Asian_19/mask3.jpg,Wear,19,male,0,4,006389_male_Asian_19
16975,16975,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006392_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006392_male_Asian_19
16978,16978,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006392_male_Asian_19/mask2.jpg,Wear,19,male,0,1,006392_male_Asian_19
16979,16979,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006392_male_Asian_19/mask4.jpg,Wear,19,male,0,1,006392_male_Asian_19
16982,16982,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006393_male_Asian_19/mask1.jpg,Wear,19,male,0,1,006393_male_Asian_19
16984,16984,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006393_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,7,006393_male_Asian_19
16985,16985,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006393_male_Asian_19/mask2.jpg,Wear,19,male,0,1,006393_male_Asian_19
16986,16986,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006393_male_Asian_19/mask4.jpg,Wear,19,male,0,1,006393_male_Asian_19
16987,16987,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006393_male_Asian_19/mask5.jpg,Wear,19,male,0,1,006393_male_Asian_19
16988,16988,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006393_male_Asian_19/mask3.jpg,Wear,19,male,0,1,006393_male_Asian_19
16989,16989,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006395_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006395_male_Asian_19
16990,16990,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006395_male_Asian_19/normal.jpg,Not Wear,19,male,12,16,006395_male_Asian_19
16992,16992,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006395_male_Asian_19/mask2.jpg,Wear,19,male,0,4,006395_male_Asian_19
16993,16993,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006395_male_Asian_19/mask4.jpg,Wear,19,male,0,4,006395_male_Asian_19
16994,16994,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006395_male_Asian_19/mask5.jpg,Wear,19,male,0,4,006395_male_Asian_19
16995,16995,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006395_male_Asian_19/mask3.jpg,Wear,19,male,0,4,006395_male_Asian_19
16996,16996,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006396_male_Asian_19/mask1.jpg,Wear,19,male,0,4,006396_male_Asian_19
16998,16998,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006396_male_Asian_19/incorrect_mask.jpg,Incorrect,19,male,6,10,006396_male_Asian_19
17055,17055,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006405_female_Asian_18/mask2.jpg,Wear,18,female,3,0,006405_female_Asian_18
17056,17056,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006405_female_Asian_18/mask4.jpg,Wear,18,female,3,0,006405_female_Asian_18
17057,17057,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/006405_female_Asian_18/mask5.jpg,Wear,18,female,3,0,006405_female_Asian_18
